school_year,num_of_sems,country,university,department
2019,1,Netherlands,VU University Amsterdam,Department of Accounting
2019,1,South Korea,Hanyang University,Department of Accounting
2019,2,US,Temple University,Department of Accounting
2019,1,US,George Mason University,Department of Accounting
2019,1,Singapore,Singapore Management University,Department of Accounting
2019,1,Latvia,University of Latvia,Department of Accounting
2019,1,Netherlands,Leiden University,Department of Finance
2019,1,UK,The University of Nottingham,Department of Finance
2019,1,Sweden,Stockholm University,Department of Finance
2019,2,Japan,University of Tsukuba,Department of Finance
2019,1,UK,The University of Nottingham,Department of Finance
2019,2,Japan,Kyushu University,Department of Finance
2019,1,Netherlands,Leiden University,Department of International Business
2019,1,UK,University of Sussex,Department of International Business
2019,1,Japan,University of Tsukuba,Department of International Business
2019,1,Netherlands,Maastricht University,Department of International Business
2019,1,Netherlands,Leiden University,Department of International Business
2019,1,UK,The University of Nottingham,Department of International Business
2019,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of International Business
2019,1,US,University of California,Department of International Business
2019,2,Australia,Macquarie University,Department of Public Health
2019,1,Finland,University of Helsinki,Department of Public Health
2019,2,Japan,Hokkaido University,Department of Computer Science and Information Engineering
2019,1,Singapore,National University of Singapore,Department of Computer Science and Information Engineering
2019,1,US,The University of Utah (U of U),Department of Computer Science and Information Engineering
2019,2,Italy,University of Bologna,Department of Computer Science and Information Engineering
2019,1,Singapore,Singapore University of  Technology and Design,Department of Computer Science and Information Engineering
2019,1,Singapore,National University of Singapore,Department of Computer Science and Information Engineering
2019,1,Japan,Ritsumeikan University,Department of Law
2019,2,UK,University of Manchester,Department of Chinese Literature
2019,2,Netherlands,VU University Amsterdam,Department of Foreign Languages and Literatures
2019,2,Denmark,Aarhus University,Department of Anthropology
2019,1,Norway,University of Oslo,Department of Anthropology
2019,2,Japan,University of Tokyo,Department of Japanese Language and Literature
2019,2,Japan,Kindai University,Department of Chemistry
2019,2,Canada,University of Prince Edward Island,Department of Psychology
2019,1,Australia,The University of New South Wales,Department of Geography
2019,2,Turkey,Bogazici University,Department of Geography
2019,2,Sweden,Lund University,Department of Finance
2019,2,Netherlands,Utrecht University,Department of Economics
2019,1,Italy,Catholic University of the Sacred Heart,Department of Dentistry
2019,1,UK,The University of Nottingham,Department of Civil Engineering
2019,2,US,The University of Oklahoma,Department of Agricultural Economics
2019,1,China,Peking University,Department of Bio-Industry Communication and Development
2019,2,Switzerland,University of Lausanne,Department of Accounting
2019,2,US,University of Washington,Department of Finance
2019,1,Hong Kong,The University of Hong Kong,Department of Finance
2019,1,US,The University of Scranton,Department of Finance
2019,1,US,North Carolina State University (NC State),Department of Finance
2019,1,Singapore,Nanyang Technological University,Department of Finance
2019,1,South Korea,Ewha Womans University,Department of Finance
2019,2,US,University of California,Department of Finance
2019,1,Switzerland,University of St. Gallen,Department of Finance
2019,1,Japan,Hitotsubashi University,Department of International Business
2019,1,New Zealand,The University of Auckland,Department of International Business
2019,2,US,George Mason University,Department of International Business
2019,1,Hong Kong,The University of Hong Kong,Department of International Business
2019,1,Sweden,Umeå University,Department of Information Management
2019,2,Germany,Technical University of Munich,Department of Electrical Engineering
2019,1,Latvia,University of Latvia,Department of Library and Information Science
2019,1,China,Peking University,Department of Bio-Industry Communication and Development
2019,1,Netherlands,Utrecht University,Department of Bio-Industry Communication and Development
2019,2,France,University of Bordeaux,Department of Bio-Industry Communication and Development
2019,2,Japan,University of Tsukuba,Department of Civil Engineering
2019,1,Sweden,Linköping University,Department of Sociology
2019,1,US,University of Connecticut (UConn),Department of Business Administration
2019,2,Japan,University of Tokyo,Department of Computer Science and Information Engineering
2019,1,Japan,Hitotsubashi University,Department of Social Work
2019,1,US,Temple University,Department of Accounting
2019,2,Canada,The University of British Columbia (UBC),Department of Computer Science and Information Engineering
2019,1,Germany,University of Konstanz,Department of Electrical Engineering
2019,2,Canada,Queen's University,Department of Finance
2019,1,Singapore,Singapore University of  Technology and Design,Department of Economics
2019,1,Germany,Humboldt-University Berlin,Department of Foreign Languages and Literatures
2019,1,US,The University of North Carolina at Chapel Hill (UNC),Department of Chinese Literature
2019,1,Japan,Kyoto University,Department of Law
2019,1,Sweden,Umeå University,Department of Political Science
2019,1,China,Peking University,Department of Chinese Literature
2019,1,Finland,University of Helsinki,Department of Chinese Literature
2019,1,Hong Kong,Lingnan University,Department of Foreign Languages and Literatures
2019,1,Italy,Catholic University of the Sacred Heart,Department of Drama and Theatre
2019,2,Japan,Keio University,Department of Japanese Language and Literature
2019,1,China,Shanghai Jiao Tong University,Department of Political Science
2019,2,Australia,Deakin University,Department of Computer Science and Information Engineering
2019,1,US,State University of New York at Albany,Department of Foreign Languages and Literatures
2019,2,Sweden,Umeå University,Department of Sociology
2019,2,Japan,Aoyama Gakuin University,Department of History
2019,1,China,Wuhan University,Department of Geography
2019,2,Australia,The Australian National University,Department of Electrical Engineering
2019,1,Germany,RWTH Aachen University,Department of Mechanical Engineering
2019,1,Japan,Akita International University,Department of Business Administration
2019,1,Spain,Complutense University of Madrid,Department of Foreign Languages and Literatures
2019,2,Finland,University of Helsinki,Department of Horticultural Science
2019,1,Singapore,Nanyang Technological University,Department of Business Administration
2019,2,Canada,University of Waterloo,Department of Foreign Languages and Literatures
2019,1,Japan,Nagoya University of Foreign Studies,Department of Japanese Language and Literature
2019,2,Japan,University of Tsukuba,Department of Japanese Language and Literature
2019,1,South Korea,Yonsei University,Department of Bio-Industry Communication and Development
2019,1,China,Tianjin University,Department of Forestry and Resource Conservation
2019,1,Germany,Humboldt-University Berlin,Department of Physics
2019,1,Finland,University of Helsinki,Department of Political Science
2019,1,Sweden,Umeå University,Department of Information Management
2019,1,Japan,Okayama University,Department of Foreign Languages and Literatures
2019,1,Ireland,University College Dublin,Department of Foreign Languages and Literatures
2019,2,US,University of California,Department of Chemistry
2019,2,Germany,University of Tubingen,Department of Law
2019,1,US,University of California,Department of Psychology
2019,2,Japan,University of Tokyo,Department of Japanese Language and Literature
2019,1,Netherlands,Maastricht University,Department of Psychology
2019,1,US,University of California,Department of Finance
2019,1,US,University of Illinois at Urbana-Champaign (UIUC),Department of Horticultural Science
2019,1,Switzerland,University of St. Gallen,Department of Finance
2018,2,Netherlands,Maastricht University,Department of Psychology
2018,1,China,Fudan University,Department of Bio-Industry Communication and Development
2018,1,South Korea,Korea Advanced Institute of Science and Technology (KAIST),Department of Mechanical Engineering
2018,2,Sweden,Lund University,Department of Library and Information Science
